no,user,appliance_type,items,quantities,rating 
2997,user157,home,"TOASTER,KITCHEN SET","2,1",6
2998,user191,home,TOASTER,3,2
2999,user249,office,SHREDDER,2,8
3000,user495,office,"WAITING LOUNGE,LAZER PRINTER,CALCULATOR,CAMERA","3,2,4,1",3
3001,user342,home,"DOUBLE COT,DISH WASHER","4,2",9
3002,user287,home,"DOUBLE COT,TELEVISION,BLENDER","4,1,2",10
3003,user336,home,"TOASTER,OVEN,VACCUM CLEANER","2,3,4",3
3004,user328,home,"OVEN,DOUBLE COT,BLENDER,DISH WASHER","2,1,1,3",5
3005,user107,office,"CAMERA,PAPER CLIP,COFFEE MACHINE,SHREDDER","4,4,3,1",1
3006,user21,office,"CALCULATOR,MARKER,COFFEE MACHINE,LAZER PRINTER","2,2,1,4",6
3007,user280,home,VACCUM CLEANER,3,6
3008,user190,home,"TOASTER,DOUBLE COT","3,1",4
3009,user251,home,TOASTER,1,6
3010,user485,office,"SECURITY LOCK,WAITING LOUNGE,COFFEE MACHINE","4,1,2",5
3011,user77,office,"COMPUTER,CALCULATOR,SHREDDER,LAZER PRINTER","3,2,1,4",8
3012,user333,office,"LAZER PRINTER,COMPUTER,CAMERA","1,2,1",2
3013,user405,office,"SECURITY LOCK,CALCULATOR,LAZER PRINTER,MARKER","1,4,4,1",8
3014,user112,office,SECURITY LOCK,2,5
3015,user400,office,SHREDDER,4,5
3016,user78,office,"CALCULATOR,LAZER PRINTER,CAMERA","4,1,2",9
3017,user174,office,"MARKER,WAITING LOUNGE","1,3",9
3018,user440,office,LAZER PRINTER,3,1
3019,user15,office,"SECURITY LOCK,MARKER,CALCULATOR","4,2,1",3
3020,user74,office,LAZER PRINTER,3,2
3021,user122,home,"DISH WASHER,TELEVISION,REFRIGERATOR","3,2,3",3
3022,user423,home,"TOASTER,SHOW CASE,WASHING MACHINE,KITCHEN SET","4,1,3,2",5
3023,user263,home,"DISH WASHER,KITCHEN SET,SHOW CASE","3,2,3",8
3024,user244,home,DISH WASHER,2,3
3025,user105,home,"REFRIGERATOR,DISH WASHER,DOUBLE COT","2,4,3",9
3026,user169,office,"COMPUTER,LAZER PRINTER","1,4",5
3027,user500,office,"PAPER CLIP,COFFEE MACHINE","4,2",4
3028,user246,home,"REFRIGERATOR,TOASTER,DOUBLE COT,DISH WASHER","3,3,1,4",4
3029,user294,home,"DISH WASHER,DOUBLE COT","2,3",3
3030,user449,home,"KITCHEN SET,REFRIGERATOR","1,4",3
3031,user99,office,"COFFEE MACHINE,WAITING LOUNGE,COMPUTER","2,2,2",6
3032,user163,home,"TELEVISION,KITCHEN SET,REFRIGERATOR,DISH WASHER","4,3,3,1",1
3033,user484,home,"OVEN,DOUBLE COT","4,1",10
3034,user183,office,"LAZER PRINTER,MARKER,PAPER CLIP,COFFEE MACHINE","1,2,3,1",10
3035,user72,home,"VACCUM CLEANER,DOUBLE COT","4,4",1
3036,user19,home,"TELEVISION,KITCHEN SET","3,1",6
3037,user200,office,"SHREDDER,LAZER PRINTER,COMPUTER,CALCULATOR","1,2,2,3",3
3038,user489,office,"WAITING LOUNGE,CAMERA","2,3",7
3039,user53,office,"SHREDDER,MARKER,SECURITY LOCK,LAZER PRINTER","2,3,1,3",9
3040,user257,office,"COFFEE MACHINE,MARKER","2,1",9
3041,user341,office,"PAPER CLIP,CAMERA,CALCULATOR","3,2,4",10
3042,user479,office,"MARKER,COFFEE MACHINE,COMPUTER","3,2,3",10
3043,user146,home,"DRESSING TABLE,KITCHEN SET","3,4",5
3044,user445,home,"WASHING MACHINE,REFRIGERATOR,DRESSING TABLE,BLENDER","4,4,3,4",5
3045,user481,office,"WAITING LOUNGE,CAMERA","3,3",9
3046,user453,home,BLENDER,1,3
3047,user156,home,"REFRIGERATOR,KITCHEN SET,BLENDER,TELEVISION","1,4,4,2",9
3048,user86,home,"TELEVISION,BLENDER,DRESSING TABLE,VACCUM CLEANER","2,3,1,3",9
3049,user156,office,COFFEE MACHINE,2,4
3050,user252,office,"LAZER PRINTER,MARKER,PAPER CLIP,SHREDDER","1,2,2,4",1
3051,user118,office,"SECURITY LOCK,WAITING LOUNGE","2,3",10
3052,user329,office,"LAZER PRINTER,SECURITY LOCK","2,1",4
3053,user235,home,"VACCUM CLEANER,OVEN","4,2",10
3054,user226,home,"OVEN,DISH WASHER","4,2",3
3055,user343,office,"MARKER,LAZER PRINTER,SECURITY LOCK,PAPER CLIP","4,1,4,1",7
3056,user241,office,"SHREDDER,PAPER CLIP,MARKER,COFFEE MACHINE","2,4,2,3",8
3057,user5,office,"SHREDDER,LAZER PRINTER,COMPUTER","4,3,4",10
3058,user436,office,"LAZER PRINTER,MARKER,COFFEE MACHINE","4,1,1",3
3059,user345,office,MARKER,3,5
3060,user385,office,"MARKER,PAPER CLIP,SHREDDER,COFFEE MACHINE","3,4,3,1",5
3061,user82,home,"KITCHEN SET,DOUBLE COT,DRESSING TABLE,WASHING MACHINE","1,1,2,2",3
3062,user243,office,"MARKER,CALCULATOR,CAMERA,SECURITY LOCK","4,3,3,4",8
3063,user122,office,"COFFEE MACHINE,MARKER,CAMERA","4,1,1",7
3064,user370,office,"SHREDDER,LAZER PRINTER,COMPUTER","3,3,3",5
3065,user157,home,"BLENDER,TELEVISION,REFRIGERATOR,WASHING MACHINE","3,3,3,1",2
3066,user358,office,COFFEE MACHINE,2,9
3067,user258,office,"MARKER,COFFEE MACHINE,WAITING LOUNGE","4,3,1",5
3068,user309,office,CALCULATOR,3,8
3069,user479,office,"COFFEE MACHINE,CALCULATOR","3,1",1
3070,user180,home,"TOASTER,BLENDER,OVEN","4,4,4",8
3071,user101,office,"CALCULATOR,LAZER PRINTER,SECURITY LOCK,CAMERA","4,2,2,2",4
3072,user407,home,"WASHING MACHINE,TELEVISION,SHOW CASE,DOUBLE COT","4,1,3,4",8
3073,user480,office,"CAMERA,WAITING LOUNGE,CALCULATOR,COMPUTER","2,4,2,2",6
3074,user261,office,"CAMERA,SHREDDER","3,2",7
3075,user378,home,"VACCUM CLEANER,DOUBLE COT,SHOW CASE,KITCHEN SET","4,1,4,4",8
3076,user173,home,"TELEVISION,BLENDER","4,4",3
3077,user73,home,"REFRIGERATOR,KITCHEN SET,WASHING MACHINE","4,1,3",6
3078,user399,home,"WASHING MACHINE,DOUBLE COT,TELEVISION,DRESSING TABLE","2,4,3,3",5
3079,user202,office,MARKER,3,3
3080,user371,office,COMPUTER,3,3
3081,user43,home,"VACCUM CLEANER,DOUBLE COT,DRESSING TABLE","1,1,1",9
3082,user377,home,"KITCHEN SET,VACCUM CLEANER,DRESSING TABLE","2,3,4",2
3083,user55,home,"OVEN,TOASTER,SHOW CASE,VACCUM CLEANER","3,3,1,2",9
3084,user177,office,"CAMERA,LAZER PRINTER,PAPER CLIP,SHREDDER","4,2,4,2",10
3085,user106,home,"DOUBLE COT,KITCHEN SET,DISH WASHER","3,4,3",8
3086,user418,home,TOASTER,3,5
3087,user56,home,"TOASTER,DRESSING TABLE","3,2",10
3088,user394,home,"DISH WASHER,OVEN,REFRIGERATOR","4,1,3",10
3089,user444,office,SECURITY LOCK,3,1
3090,user477,office,WAITING LOUNGE,1,10
3091,user439,home,TOASTER,3,7
3092,user56,home,"BLENDER,DISH WASHER,TELEVISION,SHOW CASE","1,2,3,4",9
3093,user364,office,"COFFEE MACHINE,LAZER PRINTER","2,2",3
3094,user137,office,CALCULATOR,3,4
3095,user50,home,"TELEVISION,DRESSING TABLE","2,1",10
3096,user66,office,"WAITING LOUNGE,SECURITY LOCK,COFFEE MACHINE,CALCULATOR","3,2,4,1",7
3097,user268,home,SHOW CASE,2,9
3098,user69,home,"TOASTER,BLENDER,DISH WASHER,KITCHEN SET","2,1,2,3",5
3099,user329,home,WASHING MACHINE,4,3
3100,user131,office,"LAZER PRINTER,SHREDDER,CALCULATOR,SECURITY LOCK","1,4,1,2",8
3101,user460,office,COFFEE MACHINE,4,1
3102,user27,home,"TELEVISION,OVEN,KITCHEN SET,REFRIGERATOR","3,4,4,4",2
3103,user370,home,"OVEN,REFRIGERATOR,BLENDER","3,4,4",4
3104,user180,office,"SECURITY LOCK,PAPER CLIP","2,3",4
3105,user301,home,OVEN,1,5
3106,user120,home,"OVEN,DOUBLE COT,VACCUM CLEANER,DRESSING TABLE","3,1,2,2",3
3107,user448,home,"TELEVISION,SHOW CASE,DISH WASHER","4,3,3",7
3108,user146,home,"VACCUM CLEANER,DOUBLE COT,SHOW CASE","3,3,3",6
3109,user158,office,LAZER PRINTER,4,4
3110,user3,office,"CAMERA,CALCULATOR,WAITING LOUNGE","2,2,4",10
3111,user148,office,"MARKER,COMPUTER,WAITING LOUNGE,SECURITY LOCK","3,2,2,2",7
3112,user98,home,"SHOW CASE,WASHING MACHINE,KITCHEN SET,DISH WASHER","4,3,4,4",3
3113,user325,home,KITCHEN SET,3,3
3114,user27,home,VACCUM CLEANER,4,6
3115,user309,home,DISH WASHER,3,8
3116,user361,office,"SECURITY LOCK,MARKER","2,2",9
3117,user248,office,"WAITING LOUNGE,CALCULATOR,COFFEE MACHINE,LAZER PRINTER","4,2,3,1",10
3118,user138,home,"BLENDER,TELEVISION,WASHING MACHINE,OVEN","4,3,3,4",5
3119,user133,office,LAZER PRINTER,1,6
3120,user15,office,"SHREDDER,WAITING LOUNGE,CAMERA","4,1,3",5
3121,user278,office,CAMERA,2,1
3122,user382,office,MARKER,2,5
3123,user464,home,"REFRIGERATOR,TOASTER","1,1",10
3124,user55,office,LAZER PRINTER,4,8
3125,user478,office,SECURITY LOCK,1,1
3126,user174,office,"CAMERA,LAZER PRINTER,SECURITY LOCK,MARKER","4,4,1,4",3
3127,user465,office,"MARKER,COMPUTER,SHREDDER","2,1,1",2
3128,user459,home,"OVEN,SHOW CASE,DRESSING TABLE","2,4,1",5
3129,user366,office,CALCULATOR,2,1
3130,user211,home,"VACCUM CLEANER,TOASTER","4,3",3
3131,user39,office,"WAITING LOUNGE,PAPER CLIP,COFFEE MACHINE,CAMERA","4,3,2,2",8
3132,user20,home,DISH WASHER,4,10
3133,user350,home,"TELEVISION,REFRIGERATOR","1,2",1
3134,user222,home,TOASTER,3,6
3135,user114,home,"REFRIGERATOR,DOUBLE COT","3,2",8
3136,user187,office,WAITING LOUNGE,4,6
3137,user422,home,"OVEN,VACCUM CLEANER,BLENDER,KITCHEN SET","4,2,1,2",9
3138,user118,home,"OVEN,DOUBLE COT,REFRIGERATOR","4,3,1",8
3139,user366,office,"CALCULATOR,MARKER","2,2",5
3140,user234,home,"TELEVISION,TOASTER,OVEN","3,4,1",6
3141,user232,office,"CAMERA,WAITING LOUNGE,CALCULATOR","2,3,1",4
3142,user171,home,"DOUBLE COT,SHOW CASE,BLENDER,TELEVISION","1,4,3,1",3
3143,user72,home,"VACCUM CLEANER,DRESSING TABLE,KITCHEN SET,TELEVISION","3,1,2,4",8
3144,user65,home,"SHOW CASE,REFRIGERATOR","1,3",6
3145,user114,office,"COFFEE MACHINE,SHREDDER","1,1",2
3146,user220,home,"SHOW CASE,BLENDER,OVEN","1,2,4",9
3147,user55,office,"WAITING LOUNGE,SECURITY LOCK,MARKER,SHREDDER","3,4,4,4",3
3148,user270,home,"KITCHEN SET,DISH WASHER,DOUBLE COT","2,4,1",3
3149,user170,home,"BLENDER,OVEN","2,3",5
3150,user458,home,"KITCHEN SET,BLENDER","2,2",3
3151,user409,office,CALCULATOR,2,2
3152,user472,office,COFFEE MACHINE,3,2
3153,user271,home,"REFRIGERATOR,VACCUM CLEANER,OVEN","1,3,3",2
3154,user117,office,"CALCULATOR,WAITING LOUNGE,MARKER,COMPUTER","3,1,4,2",1
3155,user238,home,"VACCUM CLEANER,TOASTER","4,2",4
3156,user385,home,TELEVISION,3,10
3157,user81,home,TELEVISION,1,7
3158,user115,office,"PAPER CLIP,COMPUTER,LAZER PRINTER,MARKER","2,1,4,4",8
3159,user152,office,LAZER PRINTER,1,10
3160,user214,home,"OVEN,DOUBLE COT","1,1",7
3161,user426,home,"SHOW CASE,DRESSING TABLE","1,2",3
3162,user396,office,"LAZER PRINTER,COMPUTER,WAITING LOUNGE,SECURITY LOCK","3,3,1,2",2
3163,user199,office,CALCULATOR,4,8
3164,user355,office,"COMPUTER,COFFEE MACHINE,WAITING LOUNGE,MARKER","1,3,4,4",7
3165,user245,home,"TELEVISION,TOASTER","1,3",7
3166,user72,home,DOUBLE COT,3,2
3167,user323,home,DISH WASHER,1,8
3168,user372,home,"WASHING MACHINE,KITCHEN SET,REFRIGERATOR,SHOW CASE","3,2,1,3",9
3169,user333,home,"BLENDER,VACCUM CLEANER,TELEVISION,TOASTER","1,3,2,1",6
3170,user115,office,LAZER PRINTER,3,3
3171,user129,home,"OVEN,DISH WASHER","3,4",3
3172,user379,office,"WAITING LOUNGE,MARKER","2,4",6
3173,user429,home,"WASHING MACHINE,DRESSING TABLE,DISH WASHER","4,3,1",5
3174,user133,home,"DISH WASHER,BLENDER","3,2",6
3175,user470,office,LAZER PRINTER,3,7
3176,user316,office,CALCULATOR,1,7
3177,user323,office,"CALCULATOR,SECURITY LOCK","1,1",4
3178,user203,office,"COMPUTER,MARKER","4,2",6
3179,user328,home,"TOASTER,DRESSING TABLE,BLENDER,DOUBLE COT","1,4,4,1",1
3180,user83,office,"PAPER CLIP,CAMERA","1,3",6
3181,user422,office,CALCULATOR,4,7
3182,user263,home,"WASHING MACHINE,OVEN,TOASTER","1,1,3",3
3183,user167,office,LAZER PRINTER,1,6
3184,user398,office,"SHREDDER,COFFEE MACHINE,PAPER CLIP,LAZER PRINTER","3,3,1,2",9
3185,user182,home,"REFRIGERATOR,WASHING MACHINE","1,1",7
3186,user284,home,WASHING MACHINE,2,8
3187,user53,office,"PAPER CLIP,CAMERA,SHREDDER,WAITING LOUNGE","3,4,4,3",5
3188,user477,home,"BLENDER,DOUBLE COT","4,4",4
3189,user444,home,"TOASTER,TELEVISION","4,1",9
3190,user368,office,COMPUTER,3,8
3191,user329,office,"WAITING LOUNGE,COFFEE MACHINE,MARKER,SECURITY LOCK","4,1,1,4",9
3192,user249,home,"DISH WASHER,KITCHEN SET","3,3",3
3193,user399,home,"BLENDER,TELEVISION,DRESSING TABLE,DISH WASHER","2,1,3,3",1
3194,user379,office,PAPER CLIP,3,1
3195,user252,office,LAZER PRINTER,2,6
3196,user274,office,"COMPUTER,WAITING LOUNGE","2,2",3
3197,user162,home,"OVEN,REFRIGERATOR,DISH WASHER,TELEVISION","1,2,2,3",8
3198,user98,home,DISH WASHER,3,1
3199,user359,office,"WAITING LOUNGE,COFFEE MACHINE,COMPUTER,SHREDDER","3,4,3,2",6
3200,user468,home,"OVEN,DRESSING TABLE","3,1",5
3201,user246,office,"MARKER,SHREDDER,LAZER PRINTER","1,2,3",2
3202,user440,office,"WAITING LOUNGE,LAZER PRINTER,CAMERA,PAPER CLIP","3,4,4,1",10
3203,user353,home,"TOASTER,REFRIGERATOR,SHOW CASE,BLENDER","3,2,4,3",5
3204,user112,home,"BLENDER,DISH WASHER,REFRIGERATOR","3,1,4",6
3205,user335,office,"COFFEE MACHINE,SECURITY LOCK","2,4",6
3206,user382,home,"TELEVISION,WASHING MACHINE,DRESSING TABLE","2,2,4",7
3207,user395,home,OVEN,3,9
3208,user171,home,"DOUBLE COT,DRESSING TABLE,VACCUM CLEANER","1,1,3",3
3209,user304,home,"TELEVISION,WASHING MACHINE","3,2",4
3210,user362,office,"PAPER CLIP,COFFEE MACHINE,LAZER PRINTER,WAITING LOUNGE","3,1,2,2",6
3211,user86,home,"DOUBLE COT,DISH WASHER","3,2",9
3212,user49,home,"SHOW CASE,REFRIGERATOR","2,4",5
3213,user451,office,"COFFEE MACHINE,CAMERA","1,3",8
3214,user355,home,"WASHING MACHINE,DRESSING TABLE,REFRIGERATOR","4,1,2",8
3215,user259,office,"CALCULATOR,LAZER PRINTER,COFFEE MACHINE,WAITING LOUNGE","4,1,3,4",9
3216,user300,office,LAZER PRINTER,1,7
3217,user171,home,WASHING MACHINE,4,7
3218,user76,office,COFFEE MACHINE,2,7
3219,user48,office,"CALCULATOR,COFFEE MACHINE,SECURITY LOCK","3,1,2",4
3220,user166,home,"DOUBLE COT,KITCHEN SET,BLENDER","2,1,4",3
3221,user339,office,SHREDDER,2,3
3222,user355,office,WAITING LOUNGE,3,9
3223,user65,office,"COFFEE MACHINE,SECURITY LOCK,MARKER","1,2,2",1
3224,user484,home,"BLENDER,DOUBLE COT","1,4",8
3225,user40,office,"CAMERA,SHREDDER,CALCULATOR","3,4,3",2
3226,user213,office,LAZER PRINTER,2,3
3227,user19,home,"DISH WASHER,KITCHEN SET,WASHING MACHINE","3,4,3",3
3228,user10,office,WAITING LOUNGE,3,2
3229,user477,home,"TELEVISION,REFRIGERATOR,KITCHEN SET","1,2,3",9
3230,user447,home,"OVEN,DRESSING TABLE","1,2",4
3231,user242,office,SHREDDER,2,6
3232,user446,office,"PAPER CLIP,COMPUTER,COFFEE MACHINE,LAZER PRINTER","3,3,2,4",1
3233,user253,office,"SECURITY LOCK,COFFEE MACHINE","3,1",4
3234,user379,office,CAMERA,3,2
3235,user64,office,"COMPUTER,SECURITY LOCK,CALCULATOR,SHREDDER","3,1,2,3",4
3236,user89,office,"SECURITY LOCK,COMPUTER","3,2",4
3237,user445,office,"COFFEE MACHINE,WAITING LOUNGE","2,4",9
3238,user309,office,"CALCULATOR,MARKER,SECURITY LOCK,COMPUTER","2,3,2,3",1
3239,user323,office,"COMPUTER,PAPER CLIP","1,4",6
3240,user71,home,REFRIGERATOR,1,3
3241,user195,home,"TELEVISION,DRESSING TABLE,BLENDER,OVEN","2,3,3,3",1
3242,user119,home,"KITCHEN SET,TOASTER,VACCUM CLEANER","2,3,2",1
3243,user467,office,"COMPUTER,LAZER PRINTER","2,3",10
3244,user100,office,"COMPUTER,SECURITY LOCK,WAITING LOUNGE,LAZER PRINTER","1,1,4,2",5
3245,user256,office,LAZER PRINTER,3,7
3246,user166,office,"COMPUTER,SECURITY LOCK,COFFEE MACHINE","1,1,2",1
3247,user2,home,"KITCHEN SET,TOASTER","2,4",5
3248,user117,home,"TELEVISION,REFRIGERATOR","3,4",2
3249,user495,office,"COMPUTER,SECURITY LOCK,COFFEE MACHINE,SHREDDER","3,4,4,1",2
3250,user10,home,REFRIGERATOR,2,10
3251,user118,office,"PAPER CLIP,LAZER PRINTER,CAMERA,COFFEE MACHINE","3,1,2,2",2
3252,user462,office,COFFEE MACHINE,2,5
3253,user128,home,"OVEN,KITCHEN SET,DISH WASHER","3,4,1",7
3254,user468,home,"DRESSING TABLE,OVEN","3,1",8
3255,user171,office,"PAPER CLIP,SECURITY LOCK","4,2",9
3256,user40,home,REFRIGERATOR,3,2
3257,user124,office,PAPER CLIP,2,4
3258,user345,home,"TELEVISION,DOUBLE COT,SHOW CASE","4,1,4",7
3259,user147,home,DOUBLE COT,3,3
3260,user305,home,"WASHING MACHINE,OVEN","4,4",4
3261,user113,office,"LAZER PRINTER,WAITING LOUNGE,CAMERA,CALCULATOR","1,1,1,2",1
3262,user399,home,"OVEN,REFRIGERATOR,TOASTER","4,4,2",10
3263,user207,office,"PAPER CLIP,CALCULATOR,CAMERA","1,3,3",5
3264,user75,office,WAITING LOUNGE,1,8
3265,user116,home,"KITCHEN SET,BLENDER,VACCUM CLEANER","1,3,4",6
3266,user142,home,"KITCHEN SET,REFRIGERATOR,WASHING MACHINE","3,2,2",5
3267,user368,office,SHREDDER,4,7
3268,user42,home,"DISH WASHER,DRESSING TABLE","3,3",7
3269,user363,office,"COMPUTER,PAPER CLIP,SECURITY LOCK","4,3,2",2
3270,user394,home,"DISH WASHER,WASHING MACHINE,REFRIGERATOR,DRESSING TABLE","2,2,1,2",2
3271,user230,office,WAITING LOUNGE,4,1
3272,user500,home,"WASHING MACHINE,SHOW CASE,TELEVISION,OVEN","3,3,3,1",5
3273,user272,home,"TOASTER,VACCUM CLEANER,SHOW CASE","4,3,1",6
3274,user94,home,"SHOW CASE,OVEN,DOUBLE COT","2,2,4",3
3275,user290,office,"MARKER,CAMERA","3,2",9
3276,user344,office,"SHREDDER,CALCULATOR,WAITING LOUNGE,CAMERA","4,2,2,1",3
3277,user144,home,"DISH WASHER,KITCHEN SET","4,1",2
3278,user37,office,"COFFEE MACHINE,LAZER PRINTER,WAITING LOUNGE,SHREDDER","2,2,1,4",3
3279,user240,home,"DISH WASHER,TELEVISION","2,3",5
3280,user365,office,"LAZER PRINTER,SHREDDER,PAPER CLIP,COFFEE MACHINE","1,4,4,4",7
3281,user379,office,"CAMERA,MARKER,COFFEE MACHINE","1,1,2",1
3282,user420,home,"OVEN,TELEVISION,BLENDER","3,2,2",9
3283,user420,home,"KITCHEN SET,SHOW CASE,OVEN","3,2,3",1
3284,user198,office,"COMPUTER,PAPER CLIP","4,2",10
3285,user385,home,"VACCUM CLEANER,TOASTER,SHOW CASE","1,4,1",7
3286,user337,home,"SHOW CASE,DISH WASHER,DOUBLE COT","4,2,4",2
3287,user284,office,"CAMERA,COMPUTER,SHREDDER","1,2,2",2
3288,user490,home,"WASHING MACHINE,DISH WASHER","2,2",8
3289,user336,office,"SHREDDER,SECURITY LOCK,PAPER CLIP,MARKER","2,1,1,4",8
3290,user411,home,WASHING MACHINE,4,9
3291,user90,office,"WAITING LOUNGE,MARKER,SECURITY LOCK,SHREDDER","2,3,2,1",7
3292,user78,office,"CALCULATOR,PAPER CLIP,LAZER PRINTER","3,2,4",6
3293,user319,office,CALCULATOR,3,6
3294,user100,office,MARKER,1,9
3295,user326,home,"WASHING MACHINE,TELEVISION,KITCHEN SET,SHOW CASE","1,1,1,2",3
3296,user175,office,"CALCULATOR,COMPUTER,WAITING LOUNGE,CAMERA","1,1,2,3",8
3297,user176,home,"BLENDER,VACCUM CLEANER,REFRIGERATOR,TELEVISION","1,1,2,3",10
3298,user332,home,"BLENDER,TELEVISION","2,2",4
3299,user475,home,"REFRIGERATOR,VACCUM CLEANER","3,1",6
3300,user254,home,DISH WASHER,3,10
3301,user277,home,"VACCUM CLEANER,DISH WASHER,SHOW CASE","4,4,1",5
3302,user494,home,"BLENDER,DOUBLE COT,WASHING MACHINE","1,2,3",2
3303,user57,home,"SHOW CASE,DISH WASHER,DRESSING TABLE","4,3,2",3
3304,user280,office,"WAITING LOUNGE,COMPUTER","1,2",1
3305,user251,office,"SHREDDER,LAZER PRINTER","4,1",6
3306,user88,home,"TOASTER,BLENDER","4,1",2
3307,user127,office,MARKER,4,10
3308,user376,home,"TELEVISION,SHOW CASE","3,2",1
3309,user401,office,"PAPER CLIP,SECURITY LOCK,COMPUTER","3,2,1",3
3310,user259,home,"VACCUM CLEANER,BLENDER","4,1",5
3311,user127,office,"CALCULATOR,COMPUTER","1,3",6
3312,user445,office,"LAZER PRINTER,COFFEE MACHINE,COMPUTER","2,1,4",9
3313,user446,office,"PAPER CLIP,MARKER,CAMERA","1,1,2",1
3314,user250,office,"CAMERA,WAITING LOUNGE","2,1",3
3315,user184,home,"DRESSING TABLE,WASHING MACHINE,DOUBLE COT,REFRIGERATOR","4,2,2,1",9
3316,user70,home,"BLENDER,SHOW CASE,DISH WASHER","1,3,1",6
3317,user105,office,"SHREDDER,CALCULATOR","2,4",7
3318,user29,office,COFFEE MACHINE,3,3
3319,user393,office,CAMERA,3,5
3320,user319,home,"BLENDER,OVEN","1,4",10
3321,user447,home,"DISH WASHER,OVEN","1,2",7
3322,user400,home,"WASHING MACHINE,REFRIGERATOR","2,1",9
3323,user48,home,"WASHING MACHINE,REFRIGERATOR,TOASTER","3,4,2",6
3324,user12,office,"COFFEE MACHINE,PAPER CLIP,CALCULATOR","3,3,2",8
3325,user306,home,"TELEVISION,DRESSING TABLE","4,2",9
3326,user482,home,"TOASTER,DOUBLE COT,OVEN","3,1,3",5
3327,user191,home,"DOUBLE COT,TOASTER,BLENDER","1,1,1",9
3328,user386,office,"CALCULATOR,SECURITY LOCK,COMPUTER","2,3,2",4
3329,user11,office,"PAPER CLIP,COFFEE MACHINE","3,4",2
3330,user396,office,COFFEE MACHINE,4,6
3331,user97,office,"COMPUTER,PAPER CLIP,MARKER","3,4,2",3
3332,user464,home,"VACCUM CLEANER,REFRIGERATOR,KITCHEN SET","1,2,3",1
3333,user408,office,"WAITING LOUNGE,SECURITY LOCK","1,2",6
3334,user235,home,"SHOW CASE,TELEVISION","4,4",9
3335,user465,office,"COMPUTER,MARKER,COFFEE MACHINE,WAITING LOUNGE","1,3,1,4",9
3336,user93,office,"CALCULATOR,SHREDDER,MARKER","4,4,3",5
3337,user132,office,PAPER CLIP,2,3
3338,user118,office,"PAPER CLIP,SHREDDER","2,4",1
3339,user98,office,"CAMERA,SHREDDER,SECURITY LOCK,PAPER CLIP","4,1,4,4",9
3340,user237,office,SECURITY LOCK,1,8
3341,user310,office,CAMERA,1,8
3342,user429,office,CAMERA,2,7
3343,user387,office,"SHREDDER,COMPUTER,CALCULATOR,COFFEE MACHINE","4,3,4,2",9
3344,user483,home,"TELEVISION,OVEN","2,2",7
3345,user294,home,"DOUBLE COT,TELEVISION,REFRIGERATOR","3,3,3",2
3346,user373,office,LAZER PRINTER,1,10
3347,user139,office,"WAITING LOUNGE,MARKER","4,2",2
3348,user17,office,"SHREDDER,COMPUTER,WAITING LOUNGE,CALCULATOR","3,3,1,2",6
3349,user380,home,DISH WASHER,1,8
3350,user109,office,CALCULATOR,3,5
3351,user147,office,PAPER CLIP,3,5
3352,user292,office,"SECURITY LOCK,SHREDDER,MARKER","4,1,3",1
3353,user113,home,"DISH WASHER,VACCUM CLEANER,TELEVISION,DOUBLE COT","2,4,1,3",10
3354,user21,office,CAMERA,4,1
3355,user107,home,"TELEVISION,BLENDER","3,2",6
3356,user7,office,PAPER CLIP,4,7
3357,user351,home,"BLENDER,WASHING MACHINE,REFRIGERATOR","2,2,1",4
3358,user188,office,"SHREDDER,SECURITY LOCK,COMPUTER,WAITING LOUNGE","4,3,4,2",7
3359,user395,home,"BLENDER,REFRIGERATOR","1,2",10
3360,user136,office,"CAMERA,WAITING LOUNGE,COFFEE MACHINE,PAPER CLIP","2,1,1,3",8
3361,user59,home,"DISH WASHER,OVEN,TOASTER,KITCHEN SET","3,2,4,1",2
3362,user181,home,WASHING MACHINE,1,10
3363,user163,office,"COFFEE MACHINE,CAMERA,COMPUTER,LAZER PRINTER","2,1,1,4",1
3364,user384,home,SHOW CASE,2,7
3365,user16,office,"CALCULATOR,MARKER,WAITING LOUNGE,COFFEE MACHINE","1,3,4,4",1
3366,user205,home,"SHOW CASE,WASHING MACHINE","2,2",6
3367,user54,office,"PAPER CLIP,COFFEE MACHINE,COMPUTER","4,4,4",6
3368,user54,office,"MARKER,COMPUTER,CALCULATOR,COFFEE MACHINE","2,2,1,1",3
3369,user115,office,"WAITING LOUNGE,COMPUTER,LAZER PRINTER,MARKER","3,2,4,3",10
3370,user99,office,"WAITING LOUNGE,SHREDDER","2,4",2
3371,user433,home,"BLENDER,REFRIGERATOR,VACCUM CLEANER","3,2,4",7
3372,user441,office,"WAITING LOUNGE,LAZER PRINTER","4,4",8
3373,user172,office,"COMPUTER,SHREDDER,PAPER CLIP","4,2,1",3
3374,user493,office,COFFEE MACHINE,1,6
3375,user131,home,"TELEVISION,REFRIGERATOR","1,2",10
3376,user354,office,"COMPUTER,PAPER CLIP","4,2",8
3377,user164,office,"SECURITY LOCK,SHREDDER,COFFEE MACHINE","2,1,1",8
3378,user283,home,"DISH WASHER,DOUBLE COT,BLENDER","1,3,4",2
3379,user99,office,"PAPER CLIP,LAZER PRINTER","4,3",3
3380,user314,home,"REFRIGERATOR,TELEVISION","4,4",1
3381,user370,home,"SHOW CASE,VACCUM CLEANER,REFRIGERATOR","2,4,1",6
