no,user,appliance_type,items,quantities,rating 
1641,user56,home,TOASTER,4,5
1642,user483,home,TOASTER,3,3
1643,user290,home,"TELEVISION,REFRIGERATOR","3,2",4
1644,user14,office,SHREDDER,3,1
1645,user400,home,"DISH WASHER,TELEVISION,REFRIGERATOR,TOASTER","3,4,4,2",2
1646,user385,office,COMPUTER,3,5
1647,user126,office,"CALCULATOR,COMPUTER","3,2",1
1648,user196,home,"SHOW CASE,TOASTER,DRESSING TABLE","1,1,3",4
1649,user309,home,"VACCUM CLEANER,DISH WASHER,DOUBLE COT,TOASTER","1,1,2,2",4
1650,user96,home,"TOASTER,BLENDER,DISH WASHER","4,3,4",2
1651,user333,office,"MARKER,SHREDDER","3,3",2
1652,user98,home,OVEN,2,4
1653,user280,office,"SECURITY LOCK,LAZER PRINTER,PAPER CLIP,COFFEE MACHINE","1,4,1,2",5
1654,user485,office,"PAPER CLIP,MARKER,CAMERA,CALCULATOR","2,3,2,3",2
1655,user224,home,"OVEN,SHOW CASE,WASHING MACHINE,TOASTER","4,1,2,2",2
1656,user478,office,"CAMERA,LAZER PRINTER,MARKER,SECURITY LOCK","1,1,4,2",4
1657,user78,office,"MARKER,SHREDDER","3,3",2
1658,user164,office,"SHREDDER,SECURITY LOCK","4,3",5
1659,user455,home,"TOASTER,SHOW CASE,TELEVISION","2,3,4",3
1660,user297,home,"DOUBLE COT,VACCUM CLEANER,BLENDER,DRESSING TABLE","1,1,3,4",4
1661,user33,office,"CAMERA,PAPER CLIP","4,2",5
1662,user276,office,"CAMERA,WAITING LOUNGE","2,2",2
1663,user478,home,"DOUBLE COT,TELEVISION","2,3",5
1664,user413,office,"PAPER CLIP,CAMERA","4,3",5
1665,user492,office,"PAPER CLIP,COMPUTER,LAZER PRINTER","2,1,2",5
1666,user249,home,"OVEN,VACCUM CLEANER,DISH WASHER","1,3,1",4
1667,user5,home,WASHING MACHINE,3,2
1668,user299,office,"COMPUTER,SECURITY LOCK,COFFEE MACHINE","1,2,1",3
1669,user384,home,"KITCHEN SET,DRESSING TABLE,REFRIGERATOR,VACCUM CLEANER","3,1,3,2",5
1670,user64,office,"PAPER CLIP,WAITING LOUNGE","2,1",4
1671,user310,office,"PAPER CLIP,CAMERA,MARKER,COMPUTER","3,4,2,1",4
1672,user311,office,"SHREDDER,COFFEE MACHINE","2,1",3
1673,user223,home,"REFRIGERATOR,WASHING MACHINE,DISH WASHER","2,3,1",2
1674,user356,office,"COFFEE MACHINE,CALCULATOR,SECURITY LOCK,MARKER","3,3,1,4",1
1675,user404,office,COFFEE MACHINE,4,4
1676,user78,office,"MARKER,SHREDDER","2,4",4
1677,user384,office,"COFFEE MACHINE,MARKER","3,3",3
1678,user481,office,"MARKER,CALCULATOR","3,1",3
1679,user374,home,"TELEVISION,KITCHEN SET,OVEN","2,4,4",3
1680,user243,home,"OVEN,REFRIGERATOR,TOASTER,WASHING MACHINE","3,2,2,4",1
1681,user281,office,PAPER CLIP,2,4
1682,user29,office,LAZER PRINTER,2,2
1683,user453,home,"DRESSING TABLE,KITCHEN SET","2,2",1
1684,user222,home,"VACCUM CLEANER,TELEVISION,DOUBLE COT","4,2,2",3
1685,user343,office,"LAZER PRINTER,COMPUTER","2,3",1
1686,user365,office,"CALCULATOR,CAMERA,MARKER","3,2,1",5
1687,user323,home,"KITCHEN SET,WASHING MACHINE,VACCUM CLEANER,DRESSING TABLE","3,3,4,3",3
1688,user312,home,"REFRIGERATOR,TOASTER","2,3",1
1689,user361,home,"BLENDER,DRESSING TABLE,TELEVISION","4,1,3",2
1690,user41,office,"PAPER CLIP,SHREDDER,WAITING LOUNGE","3,1,1",2
1691,user200,office,"LAZER PRINTER,CAMERA,SHREDDER,SECURITY LOCK","2,3,2,3",3
1692,user6,home,"OVEN,TOASTER,REFRIGERATOR,WASHING MACHINE","1,4,1,4",2
1693,user46,home,"TELEVISION,SHOW CASE,DISH WASHER","1,1,4",5
1694,user267,office,CALCULATOR,4,1
1695,user329,home,"BLENDER,VACCUM CLEANER,REFRIGERATOR","2,4,4",3
1696,user452,home,"TOASTER,SHOW CASE","4,2",4
1697,user172,home,"REFRIGERATOR,TOASTER,BLENDER","2,2,2",3
1698,user62,home,"DOUBLE COT,SHOW CASE","4,2",2
1699,user37,home,"DRESSING TABLE,BLENDER","1,1",1
1700,user9,home,WASHING MACHINE,1,3
1701,user101,home,"DRESSING TABLE,WASHING MACHINE,TOASTER,TELEVISION","3,4,2,3",1
1702,user475,office,"MARKER,LAZER PRINTER,CALCULATOR","1,4,2",3
1703,user26,office,LAZER PRINTER,4,1
1704,user345,office,CALCULATOR,3,4
1705,user320,home,KITCHEN SET,4,2
1706,user167,home,"BLENDER,DISH WASHER,SHOW CASE","4,1,3",5
1707,user176,office,"COMPUTER,LAZER PRINTER,SHREDDER,COFFEE MACHINE","2,2,2,3",4
1708,user138,office,LAZER PRINTER,4,3
1709,user32,home,"VACCUM CLEANER,REFRIGERATOR","4,2",4
1710,user292,home,"OVEN,SHOW CASE,VACCUM CLEANER","1,2,1",5
1711,user35,home,"BLENDER,DOUBLE COT","3,2",3
1712,user136,office,"PAPER CLIP,SECURITY LOCK","1,4",1
1713,user253,office,"WAITING LOUNGE,SECURITY LOCK,SHREDDER","1,2,3",3
1714,user114,home,TOASTER,4,1
1715,user460,office,"PAPER CLIP,SHREDDER,WAITING LOUNGE,CALCULATOR","4,3,1,1",4
1716,user265,home,BLENDER,2,3
1717,user305,home,"REFRIGERATOR,WASHING MACHINE,KITCHEN SET","1,3,4",5
1718,user140,home,OVEN,1,5
1719,user126,office,"SHREDDER,CAMERA","1,1",4
1720,user288,home,"SHOW CASE,WASHING MACHINE,BLENDER,TOASTER","1,3,1,2",3
1721,user171,office,"SECURITY LOCK,MARKER","1,3",2
1722,user185,home,"KITCHEN SET,OVEN,DOUBLE COT,TELEVISION","2,4,3,4",1
1723,user243,home,"OVEN,DISH WASHER,BLENDER","1,3,4",5
1724,user443,home,"OVEN,DISH WASHER,WASHING MACHINE","3,1,3",4
1725,user475,home,"DRESSING TABLE,DOUBLE COT,BLENDER","3,2,2",3
1726,user240,home,"TELEVISION,KITCHEN SET,BLENDER,DRESSING TABLE","2,3,1,3",1
1727,user350,office,"CAMERA,SECURITY LOCK","2,4",4
1728,user78,office,"SECURITY LOCK,PAPER CLIP,CALCULATOR","3,1,4",2
1729,user437,office,"LAZER PRINTER,WAITING LOUNGE,PAPER CLIP","2,4,2",4
1730,user155,office,"CALCULATOR,CAMERA,COMPUTER,SHREDDER","3,2,1,3",1
1731,user458,office,"CAMERA,COFFEE MACHINE,MARKER,WAITING LOUNGE","2,2,1,1",4
1732,user88,home,"DOUBLE COT,VACCUM CLEANER,WASHING MACHINE","4,2,4",5
1733,user495,office,"COMPUTER,COFFEE MACHINE","3,3",4
1734,user458,office,"MARKER,CALCULATOR","2,1",4
1735,user59,office,"WAITING LOUNGE,PAPER CLIP,CAMERA","1,2,1",1
1736,user106,office,"COFFEE MACHINE,PAPER CLIP,CAMERA","4,2,4",3
1737,user79,office,"MARKER,SHREDDER","2,1",2
1738,user300,office,PAPER CLIP,3,2
1739,user208,office,CALCULATOR,4,3
1740,user89,home,"DISH WASHER,KITCHEN SET,DRESSING TABLE","4,4,3",5
1741,user430,office,WAITING LOUNGE,3,3
1742,user132,office,PAPER CLIP,4,2
1743,user83,home,"KITCHEN SET,TOASTER","4,1",5
1744,user457,office,"SHREDDER,PAPER CLIP,LAZER PRINTER","3,3,2",5
1745,user349,office,"MARKER,SECURITY LOCK","2,4",1
1746,user488,office,"WAITING LOUNGE,CAMERA,COMPUTER","3,4,3",5
1747,user286,office,PAPER CLIP,3,2
1748,user25,office,"MARKER,LAZER PRINTER,SECURITY LOCK","2,2,3",5
1749,user328,office,"PAPER CLIP,COFFEE MACHINE","3,1",5
1750,user383,office,"CALCULATOR,PAPER CLIP","4,3",2
1751,user78,home,"DISH WASHER,OVEN,KITCHEN SET,VACCUM CLEANER","4,4,1,2",1
1752,user172,office,"LAZER PRINTER,COFFEE MACHINE,CALCULATOR","1,1,1",5
1753,user253,home,"KITCHEN SET,TELEVISION","2,1",2
1754,user83,home,"WASHING MACHINE,REFRIGERATOR,KITCHEN SET","3,4,4",3
1755,user146,office,"LAZER PRINTER,PAPER CLIP,MARKER,SECURITY LOCK","2,2,3,4",1
1756,user453,office,"LAZER PRINTER,WAITING LOUNGE,SECURITY LOCK,MARKER","3,4,4,4",2
1757,user112,office,"COMPUTER,CALCULATOR","4,4",2
1758,user202,home,"WASHING MACHINE,VACCUM CLEANER,DRESSING TABLE,SHOW CASE","2,2,1,1",3
1759,user396,office,"CAMERA,PAPER CLIP,WAITING LOUNGE","3,2,4",1
1760,user305,home,"VACCUM CLEANER,TELEVISION,DOUBLE COT,KITCHEN SET","1,1,2,2",5
1761,user494,office,"MARKER,CALCULATOR,LAZER PRINTER","4,1,4",4
1762,user334,home,"TOASTER,OVEN,WASHING MACHINE,DOUBLE COT","3,1,3,2",3
1763,user276,office,"CALCULATOR,CAMERA,COMPUTER","4,1,2",3
1764,user142,office,MARKER,4,4
1765,user145,home,VACCUM CLEANER,2,1
1766,user429,office,"SHREDDER,CAMERA,LAZER PRINTER","1,1,2",2
1767,user412,office,"SHREDDER,PAPER CLIP,CAMERA,COFFEE MACHINE","2,4,3,3",2
1768,user465,office,"SECURITY LOCK,WAITING LOUNGE","2,1",3
1769,user84,home,OVEN,3,1
1770,user90,office,LAZER PRINTER,3,4
1771,user496,home,"DOUBLE COT,SHOW CASE","2,1",2
1772,user137,home,"TOASTER,BLENDER,TELEVISION,REFRIGERATOR","4,4,4,4",1
1773,user168,office,"WAITING LOUNGE,MARKER,COMPUTER","2,2,2",3
1774,user133,office,"COFFEE MACHINE,COMPUTER,WAITING LOUNGE","2,1,1",5
1775,user461,office,SECURITY LOCK,2,4
1776,user310,home,"SHOW CASE,OVEN,BLENDER","1,2,1",3
1777,user127,office,"MARKER,CALCULATOR,SECURITY LOCK","1,1,1",5
1778,user479,home,"TOASTER,OVEN","3,2",4
1779,user223,office,"LAZER PRINTER,SECURITY LOCK,COFFEE MACHINE,COMPUTER","4,2,4,3",1
1780,user362,office,"SECURITY LOCK,COFFEE MACHINE","1,1",5
1781,user449,office,CAMERA,1,3
1782,user18,office,"SECURITY LOCK,SHREDDER,PAPER CLIP","4,4,4",5
1783,user267,home,"KITCHEN SET,DRESSING TABLE","3,4",4
1784,user162,office,"SHREDDER,SECURITY LOCK,CALCULATOR","1,1,1",1
1785,user146,home,"VACCUM CLEANER,OVEN,TELEVISION,DISH WASHER","3,4,4,2",2
1786,user476,home,VACCUM CLEANER,3,5
1787,user454,office,"WAITING LOUNGE,SECURITY LOCK,MARKER,COMPUTER","2,2,2,1",2
1788,user75,home,WASHING MACHINE,2,2
1789,user30,office,SHREDDER,2,2
1790,user180,office,COFFEE MACHINE,1,5
1791,user154,office,"SHREDDER,PAPER CLIP,SECURITY LOCK,WAITING LOUNGE","1,2,4,2",4
1792,user410,office,"SHREDDER,LAZER PRINTER,MARKER,COMPUTER","2,3,3,2",4
1793,user89,home,"TELEVISION,BLENDER,WASHING MACHINE,REFRIGERATOR","4,1,3,3",3
1794,user42,office,COFFEE MACHINE,1,3
1795,user362,home,"REFRIGERATOR,DISH WASHER","3,1",1
1796,user500,office,"CAMERA,WAITING LOUNGE,SHREDDER","2,4,4",3
1797,user248,home,"WASHING MACHINE,TOASTER,TELEVISION,DISH WASHER","3,4,1,1",3
1798,user132,home,VACCUM CLEANER,2,5
1799,user16,home,"DOUBLE COT,DISH WASHER,SHOW CASE","1,2,1",3
1800,user184,office,"SECURITY LOCK,CALCULATOR","2,3",1
1801,user144,office,CALCULATOR,2,4
1802,user357,office,"SHREDDER,PAPER CLIP,LAZER PRINTER","3,3,4",2
1803,user15,home,"DRESSING TABLE,TOASTER","2,3",5
1804,user91,home,"TELEVISION,DRESSING TABLE,DISH WASHER,VACCUM CLEANER","2,3,1,4",5
1805,user441,home,"TOASTER,DRESSING TABLE,VACCUM CLEANER","1,1,4",5
1806,user444,home,"OVEN,REFRIGERATOR","3,1",5
1807,user369,home,"SHOW CASE,TELEVISION","1,1",3
1808,user140,office,"CALCULATOR,PAPER CLIP,LAZER PRINTER","3,3,3",1
1809,user401,office,"SECURITY LOCK,COMPUTER,PAPER CLIP,CAMERA","1,2,2,1",5
1810,user394,office,"COMPUTER,CALCULATOR","2,2",4
1811,user462,office,"COMPUTER,COFFEE MACHINE","4,1",2
1812,user105,home,"WASHING MACHINE,DOUBLE COT,TELEVISION,SHOW CASE","3,2,4,1",2
1813,user143,home,"REFRIGERATOR,KITCHEN SET","3,2",5
1814,user440,office,CAMERA,3,4
1815,user301,home,"BLENDER,OVEN,SHOW CASE,DRESSING TABLE","1,3,1,2",2
1816,user110,home,"OVEN,DOUBLE COT","1,4",4
1817,user120,home,"VACCUM CLEANER,SHOW CASE,DOUBLE COT","1,2,2",1
1818,user186,home,"OVEN,DOUBLE COT,TELEVISION,TOASTER","2,3,3,2",1
1819,user451,office,"PAPER CLIP,CAMERA,SHREDDER","2,3,4",5
1820,user420,office,LAZER PRINTER,4,1
1821,user289,home,"OVEN,VACCUM CLEANER,TOASTER","2,2,1",4
1822,user241,office,CAMERA,2,1
1823,user191,office,"COFFEE MACHINE,PAPER CLIP","3,1",2
1824,user123,office,"COMPUTER,SECURITY LOCK","2,3",3
1825,user18,office,"PAPER CLIP,COMPUTER,CAMERA","1,3,4",3
1826,user389,home,"TOASTER,DRESSING TABLE,OVEN","4,1,2",1
1827,user250,office,"MARKER,CALCULATOR","4,3",4
1828,user108,home,"REFRIGERATOR,DISH WASHER,WASHING MACHINE,OVEN","4,1,1,1",3
1829,user464,home,SHOW CASE,2,2
1830,user433,office,"SHREDDER,MARKER,PAPER CLIP,SECURITY LOCK","1,4,3,3",2
1831,user499,office,"COFFEE MACHINE,SHREDDER,COMPUTER,PAPER CLIP","2,1,4,3",1
1832,user138,office,"PAPER CLIP,MARKER,COMPUTER","4,1,2",1
1833,user251,home,VACCUM CLEANER,3,3
1834,user10,home,DISH WASHER,3,1
1835,user101,home,DOUBLE COT,4,4
1836,user88,home,"DRESSING TABLE,DOUBLE COT","2,2",2
1837,user278,office,"PAPER CLIP,CALCULATOR,SHREDDER","1,2,3",4
1838,user330,office,"MARKER,COFFEE MACHINE,CALCULATOR,COMPUTER","3,4,4,4",3
1839,user129,home,SHOW CASE,4,4
1840,user49,office,"CALCULATOR,COFFEE MACHINE,MARKER,PAPER CLIP","3,1,3,3",4
1841,user480,home,"TOASTER,DISH WASHER,DOUBLE COT","2,4,1",4
1842,user319,office,"MARKER,LAZER PRINTER","4,1",2
1843,user392,office,SHREDDER,3,4
1844,user419,office,"WAITING LOUNGE,COMPUTER,CALCULATOR,MARKER","2,3,1,2",5
1845,user58,home,"DISH WASHER,SHOW CASE","2,4",2
1846,user259,office,"PAPER CLIP,COFFEE MACHINE,LAZER PRINTER,SECURITY LOCK","1,4,2,3",2
1847,user28,office,"CAMERA,COMPUTER,SECURITY LOCK","3,4,4",2
1848,user195,home,DRESSING TABLE,2,2
1849,user9,home,"TELEVISION,DRESSING TABLE,TOASTER","4,2,2",2
1850,user354,home,"TELEVISION,OVEN,TOASTER","2,2,2",5
1851,user90,home,"WASHING MACHINE,TOASTER,VACCUM CLEANER","3,4,2",3
1852,user376,home,"DRESSING TABLE,BLENDER","3,3",5
1853,user130,office,"CALCULATOR,WAITING LOUNGE,CAMERA,COFFEE MACHINE","1,2,2,4",2
1854,user221,office,"WAITING LOUNGE,CALCULATOR,SECURITY LOCK,PAPER CLIP","4,2,3,4",3
1855,user251,home,"DOUBLE COT,DISH WASHER,BLENDER,VACCUM CLEANER","1,3,4,2",4
1856,user311,home,REFRIGERATOR,4,2
1857,user182,office,"CALCULATOR,WAITING LOUNGE,COFFEE MACHINE,COMPUTER","1,2,1,3",1
1858,user459,office,"COMPUTER,WAITING LOUNGE,CAMERA","2,3,1",3
1859,user369,home,"REFRIGERATOR,TOASTER,TELEVISION,OVEN","1,2,1,1",2
1860,user156,office,"SECURITY LOCK,COFFEE MACHINE,LAZER PRINTER,PAPER CLIP","2,2,1,4",1
1861,user89,home,"TELEVISION,VACCUM CLEANER,DISH WASHER","3,3,3",1
1862,user391,home,"DOUBLE COT,DISH WASHER,TELEVISION,WASHING MACHINE","1,1,2,4",3
1863,user238,office,"COMPUTER,LAZER PRINTER,CALCULATOR,WAITING LOUNGE","3,1,3,3",1
1864,user69,home,"TOASTER,REFRIGERATOR,KITCHEN SET","1,4,2",5
1865,user327,office,"CAMERA,MARKER,CALCULATOR,PAPER CLIP","1,3,2,4",5
1866,user339,office,"COMPUTER,CAMERA,COFFEE MACHINE","3,3,4",2
1867,user367,office,"SECURITY LOCK,WAITING LOUNGE,PAPER CLIP","2,1,1",5
1868,user150,home,"REFRIGERATOR,DOUBLE COT,SHOW CASE","4,2,1",4
1869,user449,office,"SECURITY LOCK,COMPUTER,CALCULATOR,CAMERA","1,1,2,1",1
1870,user303,home,"TELEVISION,REFRIGERATOR","3,3",1
1871,user278,office,WAITING LOUNGE,1,1
1872,user123,home,"TOASTER,REFRIGERATOR","3,2",2
1873,user307,home,"BLENDER,DRESSING TABLE,OVEN","4,2,4",5
1874,user237,office,"LAZER PRINTER,PAPER CLIP","2,2",3
1875,user416,office,"PAPER CLIP,LAZER PRINTER,SHREDDER","2,4,2",1
1876,user459,office,"SHREDDER,CALCULATOR,COMPUTER","1,4,3",1
1877,user362,home,"DISH WASHER,VACCUM CLEANER","2,2",4
1878,user335,office,"MARKER,SHREDDER","4,3",2
1879,user383,home,"DRESSING TABLE,OVEN,TELEVISION,VACCUM CLEANER","2,1,1,4",5
1880,user349,home,TOASTER,1,1
1881,user75,office,CALCULATOR,1,5
1882,user442,office,"SECURITY LOCK,WAITING LOUNGE,COMPUTER","2,3,4",1
1883,user412,home,DOUBLE COT,4,4
1884,user198,home,"SHOW CASE,WASHING MACHINE,REFRIGERATOR,TOASTER","1,3,2,1",2
1885,user190,home,"DRESSING TABLE,KITCHEN SET,TELEVISION,DISH WASHER","3,3,1,1",3
1886,user261,office,MARKER,4,2
1887,user456,home,"REFRIGERATOR,DISH WASHER,TOASTER,KITCHEN SET","4,2,1,4",3
1888,user87,office,"PAPER CLIP,LAZER PRINTER","2,4",5
1889,user358,office,"PAPER CLIP,COMPUTER,SECURITY LOCK,CAMERA","4,1,1,3",5
1890,user475,home,"SHOW CASE,KITCHEN SET,OVEN","1,2,2",4
1891,user66,home,"TOASTER,DISH WASHER","4,2",3
1892,user187,home,TELEVISION,4,3
1893,user161,home,DISH WASHER,3,2
1894,user229,office,PAPER CLIP,1,4
1895,user346,office,SECURITY LOCK,3,2
1896,user287,home,"DRESSING TABLE,DOUBLE COT","4,4",4
1897,user412,home,DRESSING TABLE,3,3
1898,user199,office,"LAZER PRINTER,PAPER CLIP,COMPUTER","2,1,1",3
1899,user67,office,COMPUTER,2,5
1900,user405,office,"COFFEE MACHINE,SHREDDER","3,2",5
1901,user117,home,"DOUBLE COT,VACCUM CLEANER","2,2",3
1902,user188,office,SHREDDER,1,3
1903,user233,home,WASHING MACHINE,1,2
1904,user174,home,TOASTER,2,3
1905,user150,home,OVEN,2,5
1906,user261,home,"SHOW CASE,VACCUM CLEANER,DISH WASHER,BLENDER","3,2,3,2",5
1907,user444,home,"DISH WASHER,KITCHEN SET,TOASTER,WASHING MACHINE","2,1,3,2",5
1908,user224,office,"WAITING LOUNGE,COFFEE MACHINE,COMPUTER,CAMERA","1,1,3,4",1
1909,user341,home,"DRESSING TABLE,SHOW CASE,OVEN,DISH WASHER","4,1,2,1",4
1910,user206,home,"DRESSING TABLE,VACCUM CLEANER,DISH WASHER","1,1,3",4
1911,user259,home,"TELEVISION,KITCHEN SET","3,4",5
1912,user371,home,"KITCHEN SET,DISH WASHER,OVEN","1,1,2",3
1913,user205,home,"REFRIGERATOR,DRESSING TABLE,KITCHEN SET,BLENDER","4,1,3,3",3
1914,user295,office,LAZER PRINTER,4,5
1915,user287,home,"SHOW CASE,BLENDER,WASHING MACHINE,DISH WASHER","3,1,3,1",3
1916,user421,office,"COFFEE MACHINE,SHREDDER,MARKER,PAPER CLIP","3,3,2,2",2
1917,user201,office,"MARKER,SECURITY LOCK,SHREDDER","4,2,1",4
1918,user130,home,"SHOW CASE,REFRIGERATOR,VACCUM CLEANER,BLENDER","2,4,4,2",1
1919,user78,home,"BLENDER,VACCUM CLEANER,DRESSING TABLE,TELEVISION","3,2,1,1",4
1920,user143,home,"KITCHEN SET,WASHING MACHINE,DISH WASHER","4,1,2",3
1921,user384,office,"WAITING LOUNGE,COFFEE MACHINE","1,2",3
1922,user77,home,"VACCUM CLEANER,DRESSING TABLE,TOASTER,SHOW CASE","2,4,1,4",1
1923,user361,office,SHREDDER,3,5
1924,user279,office,CALCULATOR,2,5
1925,user140,office,"MARKER,COMPUTER,LAZER PRINTER,CALCULATOR","4,1,1,4",5
1926,user79,office,"SECURITY LOCK,CALCULATOR","2,2",5
1927,user73,office,"COFFEE MACHINE,SECURITY LOCK,CAMERA,COMPUTER","2,1,4,4",5
1928,user302,home,"DRESSING TABLE,BLENDER","1,4",2
1929,user107,office,PAPER CLIP,2,1
1930,user466,office,"SECURITY LOCK,LAZER PRINTER","3,2",5
1931,user469,home,"DRESSING TABLE,DOUBLE COT,VACCUM CLEANER,OVEN","4,4,3,2",1
1932,user140,office,"SECURITY LOCK,LAZER PRINTER,CAMERA","2,3,2",1
1933,user318,home,"REFRIGERATOR,BLENDER","4,2",4
1934,user443,office,"COFFEE MACHINE,PAPER CLIP,WAITING LOUNGE","3,4,1",4
1935,user382,office,"CALCULATOR,MARKER,PAPER CLIP","1,2,1",3
1936,user242,home,"DRESSING TABLE,SHOW CASE,DISH WASHER","4,3,2",2
1937,user471,home,"TELEVISION,TOASTER","4,4",1
1938,user117,home,"KITCHEN SET,WASHING MACHINE,REFRIGERATOR","2,4,3",3
1939,user399,home,"DRESSING TABLE,DOUBLE COT","3,4",5
1940,user300,office,"CAMERA,LAZER PRINTER,CALCULATOR","2,3,2",4
1941,user203,home,"REFRIGERATOR,SHOW CASE","3,4",4
1942,user219,home,"DOUBLE COT,SHOW CASE,DISH WASHER","2,4,4",3
1943,user365,office,"MARKER,LAZER PRINTER,COFFEE MACHINE","2,2,4",5
1944,user195,office,"CALCULATOR,WAITING LOUNGE","1,4",1
1945,user413,office,"WAITING LOUNGE,MARKER,PAPER CLIP,CAMERA","2,4,1,2",4
1946,user186,home,"OVEN,SHOW CASE,TOASTER","4,3,4",1
1947,user150,home,OVEN,3,1
1948,user103,home,"KITCHEN SET,TELEVISION,BLENDER","1,2,3",3
1949,user166,home,"KITCHEN SET,DRESSING TABLE,SHOW CASE,WASHING MACHINE","1,2,1,1",5
1950,user150,office,"MARKER,LAZER PRINTER,CAMERA","1,3,3",1
1951,user100,home,"BLENDER,OVEN","1,4",1
1952,user45,home,VACCUM CLEANER,2,2
1953,user165,office,"MARKER,SECURITY LOCK","2,4",5
1954,user169,home,"VACCUM CLEANER,REFRIGERATOR,DRESSING TABLE","3,4,3",1
1955,user453,office,"MARKER,WAITING LOUNGE,PAPER CLIP","4,3,4",4
1956,user189,office,"COFFEE MACHINE,MARKER,CAMERA","3,1,3",4
1957,user495,home,"OVEN,TOASTER,DRESSING TABLE","3,2,2",4
1958,user21,office,"SHREDDER,CALCULATOR,LAZER PRINTER","4,2,1",2
1959,user484,home,"TELEVISION,OVEN,VACCUM CLEANER","1,2,3",3
1960,user334,office,"COMPUTER,SECURITY LOCK,COFFEE MACHINE,WAITING LOUNGE","2,4,4,3",4
1961,user455,office,SHREDDER,1,2
1962,user77,home,"DOUBLE COT,WASHING MACHINE,OVEN","1,3,4",4
1963,user155,office,"SHREDDER,SECURITY LOCK","4,2",3
1964,user450,office,"COFFEE MACHINE,PAPER CLIP,CAMERA,CALCULATOR","2,4,1,2",3
1965,user363,home,"DOUBLE COT,SHOW CASE,BLENDER","3,1,3",4
1966,user162,office,"PAPER CLIP,CAMERA,WAITING LOUNGE,COMPUTER","1,2,3,1",5
1967,user12,home,"OVEN,KITCHEN SET","2,1",4
1968,user106,office,"COFFEE MACHINE,MARKER,SHREDDER","2,3,2",4
1969,user95,office,MARKER,1,4
1970,user216,home,DOUBLE COT,1,5
1971,user438,home,"TOASTER,DISH WASHER,REFRIGERATOR","1,1,1",4
1972,user61,office,"MARKER,LAZER PRINTER,WAITING LOUNGE,CALCULATOR","3,1,1,1",1
1973,user465,office,COFFEE MACHINE,3,3
1974,user384,office,SHREDDER,4,5
1975,user411,home,REFRIGERATOR,4,1
1976,user410,home,WASHING MACHINE,4,3
1977,user36,home,"VACCUM CLEANER,WASHING MACHINE,DISH WASHER","3,2,2",5
1978,user94,home,"DISH WASHER,SHOW CASE","2,2",3
1979,user440,home,"KITCHEN SET,DOUBLE COT,REFRIGERATOR","1,2,3",2
1980,user63,home,SHOW CASE,3,5
1981,user17,home,"VACCUM CLEANER,DISH WASHER,BLENDER","2,1,4",2
1982,user63,office,"MARKER,SHREDDER,PAPER CLIP","2,4,2",2
1983,user324,home,"SHOW CASE,TELEVISION,TOASTER,KITCHEN SET","1,4,4,3",2
1984,user441,office,"LAZER PRINTER,CAMERA,COMPUTER","1,4,4",4
1985,user351,office,CAMERA,4,5
1986,user333,office,"COMPUTER,COFFEE MACHINE,MARKER,SHREDDER","2,3,3,4",1
1987,user432,home,DRESSING TABLE,2,2
1988,user96,home,"WASHING MACHINE,BLENDER,DOUBLE COT","4,3,3",1
1989,user289,office,"COMPUTER,SECURITY LOCK,MARKER,CALCULATOR","4,4,2,1",4
1990,user352,office,SECURITY LOCK,4,3
1991,user81,home,"DISH WASHER,BLENDER","1,2",5
1992,user453,office,CALCULATOR,1,5
1993,user78,office,"MARKER,CALCULATOR,COFFEE MACHINE","4,3,2",1
1994,user318,office,COFFEE MACHINE,3,4
1995,user162,home,KITCHEN SET,3,5
1996,user497,home,"SHOW CASE,VACCUM CLEANER,OVEN,DISH WASHER","2,4,1,2",1
1997,user33,home,BLENDER,3,5
1998,user285,home,"SHOW CASE,WASHING MACHINE,KITCHEN SET,TOASTER","3,2,2,4",4
1999,user52,home,SHOW CASE,1,3
2000,user376,office,"CALCULATOR,COMPUTER","3,1",1
2001,user221,office,"LAZER PRINTER,SHREDDER,WAITING LOUNGE,CAMERA","3,3,3,4",3
2002,user360,office,CAMERA,1,5
2003,user276,home,"TELEVISION,OVEN,VACCUM CLEANER,DRESSING TABLE","4,1,1,2",3
2004,user136,office,"MARKER,CAMERA,WAITING LOUNGE","2,2,3",4
2005,user284,office,"COMPUTER,SECURITY LOCK,COFFEE MACHINE,WAITING LOUNGE","2,3,1,2",2
2006,user458,home,"DOUBLE COT,DISH WASHER","2,3",1
2007,user89,home,SHOW CASE,1,4
2008,user404,home,VACCUM CLEANER,1,2
2009,user365,office,"MARKER,COMPUTER,WAITING LOUNGE,SHREDDER","4,4,3,1",3
2010,user192,office,CAMERA,2,3
2011,user469,office,WAITING LOUNGE,1,4
2012,user193,office,"CALCULATOR,COFFEE MACHINE,SECURITY LOCK,MARKER","4,4,2,4",5
2013,user406,office,"MARKER,LAZER PRINTER","2,4",2
2014,user479,home,"SHOW CASE,DOUBLE COT","4,3",3
2015,user338,home,VACCUM CLEANER,3,3
2016,user180,home,"OVEN,WASHING MACHINE","3,4",1
2017,user461,office,"COFFEE MACHINE,COMPUTER","3,3",4
2018,user59,home,DRESSING TABLE,2,5
2019,user370,home,"REFRIGERATOR,OVEN","2,1",1
2020,user392,home,VACCUM CLEANER,2,5
2021,user232,office,"WAITING LOUNGE,CAMERA","1,1",4
